wallet,hash,blockNumber,from,to,date,error,value,cad_value,description,amount,token,gasFee,gasFeeCad,profit,eth_price,eth_balance,average_eth_price,type,category,
0x680eea5a3eb27c8bbd9beb7dc3ed12e231405aec,0xb5576bf4b34becb13816018654b03a2287c1e9acfa39b9fffa6d9b6f32753a34,13372256,0xd18937f7eae8634a209c8c8032b9eb39b0b521b4,0x680eea5a3eb27c8bbd9beb7dc3ed12e231405aec,2021-10-07,false,0.2,894.402,transfer from spacebudz_owner,0,eth,0,0,0,4472.01,,4472.009997763995,in,normal
0x680eea5a3eb27c8bbd9beb7dc3ed12e231405aec,0x0b66a28a4586830f18b0eeff4e832195ba9d657b926ead8a6211c228c2e44b3f,13372504,0x680eea5a3eb27c8bbd9beb7dc3ed12e231405aec,0xd18937f7eae8634a209c8c8032b9eb39b0b521b4,2021-10-07,false,-0.19,-849.6819,transfer to spacebudz_owner,0,eth,0.003052959960225,13.652867471725802,-4.248410368745681e-7,4472.01,,4472.009997763995,out,normal
0x680eea5a3eb27c8bbd9beb7dc3ed12e231405aec,0xaa0a0f20b5c6f9aa3521190500b3f880710dbd3490090f32869bf63deb145446,13378699,0x680eea5a3eb27c8bbd9beb7dc3ed12e231405aec,0xd18937f7eae8634a209c8c8032b9eb39b0b521b4,2021-10-08,false,-0.004531504844653,-20.109368419019727,transfer to spacebudz_owner,0,eth,0.001818087011811,8.06808837057344,0.1555665511844676,4437.68,,4472.009997763995,out,normal
SUMMARY
Wallet :,spacebudz_transit_1
,eth,cad 
total in, 0.2, 894.402
total expenses, -0.0005974481833110031, -897.2917757386812
total profit, 0, 0.15556612634343073
alexis profit, 0, 0
turcotte profit, 0, 0
lafleur profit, 0, 0
