wallet,hash,blockNumber,from,to,date,error,value,cad_value,description,amount,token,gasFee,gasFeeCad,profit,eth_price,eth_balance,average_eth_price,type,category,
0x6387017dd4dda1de13d93440515765bcb2ba4564,0xfef710d89e05f02fe244a5153e041bc6abfad19f381afb0a0aa802dd5988c5ab,13372272,0xd18937f7eae8634a209c8c8032b9eb39b0b521b4,,2021-10-07,false,0,0,,0,eth,0,0,0,4472.01,,0,,normal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0xd1d1cc38793ddc48b30f8416acbed4f087ef5a9c70952438556937c6f19859ac,13372340,0xa5f5ad354e6ca952357852fb7251515b077c6f75,0x6387017dd4dda1de13d93440515765bcb2ba4564,2021-10-07,false,0,0,transfer from spacebudz_buyer_1,0,eth,0,0,0,4472.01,,0,in,normal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0x8c91cb4134f14d22e37f3eb10de2a34b521f64b40e2d89d720f38b09d20fadfa,13372486,0xa5f5ad354e6ca952357852fb7251515b077c6f75,0x6387017dd4dda1de13d93440515765bcb2ba4564,2021-10-07,false,0.05,223.6005,transfer from spacebudz_buyer_1,0,eth,0,0,0,4472.01,,4472.00999105598,in,normal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0x8c91cb4134f14d22e37f3eb10de2a34b521f64b40e2d89d720f38b09d20fadfa,13372486,0x6387017dd4dda1de13d93440515765bcb2ba4564,0xa5f5ad354e6ca952357852fb7251515b077c6f75,2021-10-07,false,-0.05,-223.6005,transfer to spacebudz_buyer_1,0,eth,0,0,-4.472010004974436e-7,4472.01,,4472.00999105598,out,internal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0xb8780131f597eea1a774e90ba80ede9704697a2ee17044cb0d41cafba4c8c769,13372491,0xa5f5ad354e6ca952357852fb7251515b077c6f75,0x6387017dd4dda1de13d93440515765bcb2ba4564,2021-10-07,false,0.05,223.6005,transfer from spacebudz_buyer_1,0,eth,0,0,0,4472.01,,4472.00999105598,in,normal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0xaf3b879cedc79ef859a3bc00afdd7e27a05ec2b35379175198df5980c89da2e5,13372491,0x7bb5c91edf7e66866631551c345c68aa70525eda,0x6387017dd4dda1de13d93440515765bcb2ba4564,2021-10-07,false,0.05,223.6005,transfer from spacebudz_buyer_3,0,eth,0,0,0,4472.01,,4472.00999105598,in,normal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0xb8780131f597eea1a774e90ba80ede9704697a2ee17044cb0d41cafba4c8c769,13372491,0x6387017dd4dda1de13d93440515765bcb2ba4564,0xa5f5ad354e6ca952357852fb7251515b077c6f75,2021-10-07,false,-0.05,-223.6005,transfer to spacebudz_buyer_1,0,eth,0,0,-4.472010004974436e-7,4472.01,,4472.00999105598,out,internal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0xaf3b879cedc79ef859a3bc00afdd7e27a05ec2b35379175198df5980c89da2e5,13372491,0x6387017dd4dda1de13d93440515765bcb2ba4564,0x7bb5c91edf7e66866631551c345c68aa70525eda,2021-10-07,false,-0.05,-223.6005,transfer to spacebudz_buyer_3,0,eth,0,0,-4.472010004974436e-7,4472.01,,4472.00999105598,out,internal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0xa58fcb015ac31d465352ae15e62dce14e762221557d6ea4b48dcefd90116a20c,13372492,0x7bb5c91edf7e66866631551c345c68aa70525eda,0x6387017dd4dda1de13d93440515765bcb2ba4564,2021-10-07,false,0.05,223.6005,transfer from spacebudz_buyer_3,0,eth,0,0,0,4472.01,,4472.00999105598,in,normal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0xa58fcb015ac31d465352ae15e62dce14e762221557d6ea4b48dcefd90116a20c,13372492,0x6387017dd4dda1de13d93440515765bcb2ba4564,0x7bb5c91edf7e66866631551c345c68aa70525eda,2021-10-07,false,-0.05,-223.6005,transfer to spacebudz_buyer_3,0,eth,0,0,-4.472010004974436e-7,4472.01,,4472.00999105598,out,internal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0xe54bcac39e7c5fafdb0c50e23b929ef1945871580868c9edea984e5960832212,13372494,0x32a89296599aba4febc6087ee3ea589318703ab6,0x6387017dd4dda1de13d93440515765bcb2ba4564,2021-10-07,false,0.05,223.6005,transfer from spacebudz_buyer_2,0,eth,0,0,0,4472.01,,4472.00999105598,in,normal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0xe54bcac39e7c5fafdb0c50e23b929ef1945871580868c9edea984e5960832212,13372494,0x6387017dd4dda1de13d93440515765bcb2ba4564,0x32a89296599aba4febc6087ee3ea589318703ab6,2021-10-07,false,-0.05,-223.6005,transfer to spacebudz_buyer_2,0,eth,0,0,-4.472010004974436e-7,4472.01,,4472.00999105598,out,internal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0x8e5997cdc52b370576c3f239371bc1521e17823a453fab2e2b9f1c8e1d749513,13372498,0x5b594af8343bfa41b67e4fa5e96ec1db6d9c18da,0x6387017dd4dda1de13d93440515765bcb2ba4564,2021-10-07,false,0.05,223.6005,transfer from spacebudz_buyer_4,0,eth,0,0,0,4472.01,,4472.00999105598,in,normal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0x8e5997cdc52b370576c3f239371bc1521e17823a453fab2e2b9f1c8e1d749513,13372498,0x6387017dd4dda1de13d93440515765bcb2ba4564,0x5b594af8343bfa41b67e4fa5e96ec1db6d9c18da,2021-10-07,false,-0.05,-223.6005,transfer to spacebudz_buyer_4,0,eth,0,0,-4.472010004974436e-7,4472.01,,4472.00999105598,out,internal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0xc81820e06942c97f9b2d90d1c57aedc18fa7043ffe5cd400be389663a8428aa3,13372499,0x32a89296599aba4febc6087ee3ea589318703ab6,0x6387017dd4dda1de13d93440515765bcb2ba4564,2021-10-07,false,0.05,223.6005,transfer from spacebudz_buyer_2,0,eth,0,0,0,4472.01,,4472.00999105598,in,normal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0xc81820e06942c97f9b2d90d1c57aedc18fa7043ffe5cd400be389663a8428aa3,13372499,0x6387017dd4dda1de13d93440515765bcb2ba4564,0x32a89296599aba4febc6087ee3ea589318703ab6,2021-10-07,false,-0.05,-223.6005,transfer to spacebudz_buyer_2,0,eth,0,0,-4.472010004974436e-7,4472.01,,4472.00999105598,out,internal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0x9bdaa87cecde651f5b6b87e38a1affca4f0e2e95a2eba05cb33c8124be7ebb5a,13372510,0x3d56040f76290a9db5d6292961f84151a29e358d,0x6387017dd4dda1de13d93440515765bcb2ba4564,2021-10-07,false,0,0,,0,eth,0,0,0,4472.01,,0,in,normal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0xfd537594be61c6e4994079ca8968211c4b7024224ccaa82eb895b7dca589881a,13372511,0x221fa4183bdcc644a7b7dfff87ad0a1b66e5a410,0x6387017dd4dda1de13d93440515765bcb2ba4564,2021-10-07,false,0,0,,0,eth,0,0,0,4472.01,,0,in,normal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0x5b2b23797b16a8fc378a2097c64b8f8b07ea91792da71223b81998610c59afbf,13372511,0xb4f5d8b1bcc5ae8c8d4d5154b9695cb64de79d4a,0x6387017dd4dda1de13d93440515765bcb2ba4564,2021-10-07,false,0,0,,0,eth,0,0,0,4472.01,,0,in,normal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0x6733fd7937aedab60ef4e0a50b31220c1b4808fb3e64e2294ebe070318935099,13372517,0x075b27e55168730a9ac56c8973350abe38a4a19d,0x6387017dd4dda1de13d93440515765bcb2ba4564,2021-10-07,false,0,0,,0,eth,0,0,0,4472.01,,0,in,normal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0x971649096febd77b0dfca98b930e04bb4d2ab0253040abdcf277bcb890b49677,13372528,0xc33dfc2a154d6d127ce67c2ace4444cf848389f8,0x6387017dd4dda1de13d93440515765bcb2ba4564,2021-10-07,false,0,0,,0,eth,0,0,0,4472.01,,0,in,normal
0x6387017dd4dda1de13d93440515765bcb2ba4564,0xf8db1ea92a283906798d8ea55ca8abb27258570d89ea03ea9e37e1b44a6b1da8,13372529,0xa5f5ad354e6ca952357852fb7251515b077c6f75,0x6387017dd4dda1de13d93440515765bcb2ba4564,2021-10-07,false,0.05,223.6005,transfer from spacebudz_buyer_1,0,eth,0,0,0,4472.01,,4472.00999105598,in,normal
